"","Account_Length","Intl_Plan","D_VMail_Plan","VMail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Call","Churn","CustServ_Call2","Total_Min","Intl_Min_Prop","Day_Min_Prop","Night_Min_Prop","Intl_Plan2"
"1625",73,"no",0,0,241.7,115,168.5,133,169.8,122,11.1,2,2,0,2,580,0.019137931,0.4167241379,0.2927586207,0
"1626",100,"no",1,38,224.7,121,294,131,290,61,9.8,6,0,0,0,808.7,0.0121182144,0.2778533449,0.3586002226,0
"1627",149,"no",0,0,207.3,115,198.4,82,114.1,83,8.6,4,1,0,1,519.8,0.0165448249,0.3988072336,0.2195075029,0
"1628",29,"no",0,0,196.8,81,168,110,132.6,98,12.7,7,2,0,2,497.4,0.0255327704,0.3956574186,0.2665862485,0
"1629",131,"no",0,0,110.9,74,115.6,90,190.5,114,15.8,9,1,0,1,417,0.0378896882,0.2659472422,0.4568345324,0
"1630",153,"no",0,0,122.5,145,273.3,103,197.8,71,8,3,2,0,2,593.6,0.0134770889,0.2063679245,0.3332210243,0
"1631",84,"no",0,0,226.9,144,201.6,122,130.2,121,13.2,5,2,0,2,558.7,0.0236262753,0.4061213531,0.233040988,0
"1632",133,"no",0,0,187,65,141.4,128,238.2,108,10,8,2,0,2,566.6,0.0176491352,0.3300388281,0.4204024003,0
"1633",112,"no",0,0,170.5,113,193.2,129,188,91,11.2,6,0,0,0,551.7,0.0203008882,0.3090447707,0.3407649085,0
"1634",87,"no",0,0,204.8,101,161,80,285.7,89,9.5,3,0,0,0,651.5,0.0145817345,0.3143514965,0.4385264774,0
"1635",72,"no",0,0,165.9,114,235.9,97,210.1,120,12,5,2,0,2,611.9,0.0196110476,0.2711227325,0.3433567576,0
"1636",66,"no",0,0,154,133,198.9,121,151.9,100,9.5,3,4,1,4,504.8,0.0188193344,0.3050713154,0.300911252,0
"1637",65,"no",1,29,158.1,104,322.2,81,210,96,8.9,6,1,0,1,690.3,0.0128929451,0.2290308561,0.3042155585,0
"1638",74,"no",0,0,225.2,93,215.1,120,241.8,95,9.1,2,2,0,2,682.1,0.0133411523,0.3301568685,0.354493476,0
"1639",116,"no",0,0,159.4,79,179.5,88,167.8,71,9.7,2,6,1,5,506.7,0.0191434774,0.3145845668,0.3311624235,0
"1640",68,"no",0,0,172.7,95,139.1,90,174.3,99,11.7,1,2,0,2,486.1,0.0240691216,0.355276692,0.3585681958,0
"1641",68,"no",0,0,222.8,99,175.8,85,202,111,11,3,3,0,3,600.6,0.0183150183,0.370962371,0.3363303363,0
"1642",54,"yes",0,0,214.1,77,240.5,94,188.9,75,10.1,3,1,0,1,643.5,0.0156954157,0.3327117327,0.2935508936,1
"1643",99,"no",0,0,54.8,92,173,103,195.1,125,7.5,3,1,0,1,422.9,0.0177346891,0.1295814613,0.4613383779,0
"1644",107,"no",0,0,134,104,174.5,94,311.1,79,7.3,3,3,0,3,619.6,0.0117817947,0.2162685604,0.5020981278,0
"1645",124,"no",0,0,184.8,74,175.1,84,158.2,95,10.5,6,1,0,1,518.1,0.0202663578,0.3566878981,0.3053464582,0
"1646",95,"no",1,36,283.1,112,286.2,86,261.7,129,11.3,3,3,0,3,831,0.0135980746,0.3406738869,0.314921781,0
"1647",173,"no",0,0,291.8,143,214.3,134,151.2,119,9.9,2,0,1,0,657.3,0.0150616157,0.4439373193,0.2300319489,0
"1648",110,"no",0,0,222.7,94,105.8,98,214.8,78,13.5,4,1,0,1,543.3,0.0248481502,0.409902448,0.3953616786,0
"1649",102,"no",0,0,174.5,79,236.8,136,270.4,110,8.5,5,0,0,0,681.7,0.0124688279,0.2559777028,0.3966554203,0
"1650",130,"no",0,0,68.4,86,193.3,110,171.5,139,10.4,4,0,0,0,433.2,0.0240073869,0.1578947368,0.3958910434,0
"1651",91,"no",1,31,273,78,215.5,98,104.7,114,9.6,2,1,0,1,593.2,0.016183412,0.4602157788,0.1765003372,0
"1652",64,"yes",0,0,225.3,134,108.2,87,139.6,132,17.3,9,1,1,1,473.1,0.0365673219,0.4762206722,0.295075037,1
"1653",176,"no",1,23,283.2,130,162.6,74,177.7,104,7.2,6,1,0,1,623.5,0.0115477145,0.4542101043,0.2850040096,0
"1654",93,"yes",0,0,131.4,78,219.7,106,155.7,103,11.1,2,1,1,1,506.8,0.021902131,0.2592738753,0.3072217837,1
"1655",84,"no",1,12,89.7,87,138.6,73,165.8,114,10.7,2,1,0,1,394.1,0.0271504694,0.2276072063,0.4207054047,0
"1656",138,"no",0,0,127.1,102,247.7,106,207.7,75,5,3,3,0,3,582.5,0.008583691,0.2181974249,0.3565665236,0
"1657",101,"no",1,28,105.9,132,231.7,107,281.3,120,10.7,5,1,0,1,618.9,0.0172887381,0.1711100339,0.4545160769,0
"1658",136,"no",0,0,142.3,79,158,113,177.5,75,6,11,2,0,2,477.8,0.0125575555,0.2978233571,0.3714943491,0
"1659",111,"no",0,0,191.3,80,138.5,94,246,107,6.4,3,2,0,2,575.8,0.0111149705,0.3322334144,0.4272316777,0
"1660",132,"no",1,36,201.9,93,156.3,75,131.3,92,13.7,5,0,0,0,489.5,0.0279877426,0.4124616956,0.2682328907,0
"1661",128,"no",0,0,247.3,91,182.7,60,143.2,112,14.7,2,3,0,3,573.2,0.025645499,0.4314375436,0.2498255408,0
"1662",92,"no",1,38,242.2,96,159.7,144,210,108,8.9,1,1,0,1,611.9,0.0145448603,0.3958163099,0.3431933322,0
"1663",197,"yes",0,0,127.3,80,222.3,115,173.9,95,13.7,5,5,1,5,523.5,0.0261700096,0.2431709647,0.3321872015,1
"1664",191,"no",0,0,162,104,241.2,120,210.4,83,10.9,7,1,0,1,613.6,0.0177640156,0.2640156454,0.3428943937,0
"1665",99,"no",1,33,179.1,93,238.3,102,165.7,96,10.6,1,2,0,2,583.1,0.0181787001,0.307151432,0.2841708112,0
"1666",106,"no",1,31,197.4,125,123.4,110,115.6,101,12.3,4,3,0,3,436.4,0.0281851512,0.4523373052,0.2648945921,0
"1667",88,"no",0,0,148.2,82,308.7,67,235.4,79,6.4,4,2,0,2,692.3,0.0092445472,0.2140690452,0.3400260003,0
"1668",78,"no",0,0,193.1,85,172.1,105,129.6,119,10.2,1,0,0,0,494.8,0.0206143897,0.3902586904,0.2619240097,0
"1669",98,"no",0,0,171.7,99,174.8,87,189.6,130,7.8,6,1,0,1,536.1,0.0145495243,0.3202760679,0.3536653609,0
"1670",17,"no",1,35,198.5,123,270.6,74,209.9,130,8.1,10,1,0,1,679,0.0119293078,0.2923416789,0.3091310751,0
"1671",56,"no",1,24,121.7,87,184,76,266.6,98,12.7,3,1,0,1,572.3,0.0221911585,0.2126507077,0.4658395946,0
"1672",84,"no",0,0,130.2,105,278,60,305.4,74,14,6,2,0,2,713.6,0.0196188341,0.182455157,0.427970852,0
"1673",95,"no",0,0,203.4,96,168.6,61,173,105,13.7,3,2,0,2,545,0.0251376147,0.3732110092,0.3174311927,0
"1674",16,"no",0,0,174.7,83,280.8,122,171.7,80,10.5,8,5,0,5,627.2,0.0167410714,0.2785395408,0.2737563776,0
"1675",76,"yes",0,0,241,120,231.8,96,220.2,67,9.9,1,1,1,1,693,0.0142857143,0.3477633478,0.3177489177,1
"1676",93,"no",0,0,141.7,95,221,100,227.1,71,10.2,3,0,0,0,589.8,0.017293998,0.2402509325,0.3850457782,0
"1677",83,"no",0,0,134.8,96,167.2,78,161.5,123,7.7,5,2,0,2,463.5,0.0166127292,0.2908306365,0.3484358145,0
"1678",123,"no",0,0,163.1,119,249.4,51,168.2,77,9,10,1,0,1,580.7,0.0154985362,0.280867918,0.2896504219,0
"1679",64,"no",0,0,145.5,116,228.4,110,273.4,91,8.9,8,1,0,1,647.3,0.0137494207,0.2247798548,0.422369844,0
"1680",82,"no",0,0,329.8,73,208.3,120,267.1,102,10.6,6,0,1,0,805.2,0.0131644312,0.4095876801,0.3317188276,0
"1681",107,"no",0,0,194.5,97,186.3,131,178.3,106,12.7,1,2,0,2,559.1,0.0227150778,0.3478805223,0.3189053837,0
"1682",110,"no",0,0,131.9,93,272.7,106,192.8,105,7.1,4,1,0,1,597.4,0.0118848343,0.2207900904,0.322731838,0
"1683",96,"no",1,29,150,91,159.4,75,228.1,55,8.5,3,1,0,1,537.5,0.0158139535,0.2790697674,0.424372093,0
"1684",47,"no",1,30,196.6,93,241.4,140,226,118,12.9,4,2,0,2,664,0.0194277108,0.2960843373,0.3403614458,0
"1685",115,"no",0,0,99.7,107,145.1,96,149.4,99,14.1,4,2,0,2,394.2,0.0357686454,0.2529173009,0.3789954338,0
"1686",69,"no",0,0,143.6,88,141.8,86,194,83,10.8,5,3,0,3,479.4,0.0225281602,0.299541093,0.4046725073,0
"1687",163,"no",1,40,231.9,56,211.8,91,268.5,74,12.3,3,2,0,2,712.2,0.0172704297,0.3256107835,0.3770008425,0
"1688",90,"no",0,0,37.8,80,155.3,105,175,111,14.2,5,3,0,3,368.1,0.0385764738,0.1026894866,0.4754142896,0
"1689",98,"no",0,0,72.8,107,186.4,103,175.3,110,10.5,4,3,0,3,434.5,0.0241657077,0.1675489068,0.403452244,0
"1690",90,"no",1,39,94.8,89,219.1,91,197.4,65,11.4,5,1,0,1,511.3,0.022296108,0.1854097399,0.3860747115,0
"1691",174,"no",1,15,221.8,143,210.6,115,221.8,109,12.4,9,1,0,1,654.2,0.0189544482,0.3390400489,0.3390400489,0
"1692",95,"no",0,0,269,120,233.7,120,179.3,61,7.3,4,2,1,2,682,0.0107038123,0.3944281525,0.2629032258,0
"1693",79,"no",0,0,268.3,114,185.5,111,264.6,88,6.3,7,1,1,1,718.4,0.0087694878,0.3734688196,0.3683184855,0
"1694",123,"no",1,27,198.7,127,249,105,173.2,124,12.5,5,1,0,1,620.9,0.0201320664,0.3200193268,0.2789499114,0
"1695",99,"no",0,0,115.5,75,218.1,111,254.9,98,11.5,7,7,1,5,588.5,0.0195412065,0.1962616822,0.4331350892,0
"1696",114,"no",0,0,202.1,100,195.7,102,291.8,120,13.3,5,2,0,2,689.6,0.0192865429,0.2930684455,0.4231438515,0
"1697",141,"no",0,0,215.6,113,200.6,81,153.8,107,12.4,6,1,0,1,570,0.021754386,0.378245614,0.2698245614,0
"1698",132,"no",0,0,169.9,107,209.4,121,206.1,79,11.5,2,1,0,1,585.4,0.0196446874,0.2902289033,0.3520669628,0
"1699",133,"no",0,0,201.7,85,169.4,116,286.3,80,6,4,0,0,0,657.4,0.0091268634,0.3068147247,0.4355034986,0
"1700",133,"no",0,0,221.1,133,160.2,140,161.8,84,8.4,3,4,0,4,543.1,0.0154667649,0.4071073467,0.2979193519,0
"1701",93,"no",1,32,218.7,117,115,61,192.7,85,9.4,5,2,0,2,526.4,0.0178571429,0.4154635258,0.3660714286,0
"1702",34,"no",0,0,293.7,89,272.5,71,178.2,76,11,10,2,1,2,744.4,0.0147770016,0.394545943,0.2393874261,0
"1703",140,"no",0,0,120.3,108,240.4,84,216.4,74,7.7,3,4,1,4,577.1,0.0133425749,0.2084560735,0.37497834,0
"1704",96,"no",1,26,175.8,96,206.6,84,178,105,11.1,2,2,0,2,560.4,0.0198072805,0.3137044968,0.3176302641,0
"1705",144,"no",0,0,278.5,95,240.7,90,120,90,11.6,5,1,1,1,639.2,0.0181476846,0.4357008761,0.1877346683,0
"1706",24,"no",1,29,236.3,105,190.8,114,129,105,7.2,2,3,0,3,556.1,0.0129473116,0.4249235749,0.2319726668,0
"1707",54,"no",0,0,273.8,113,119.6,156,267.6,117,11.7,3,1,0,1,661,0.0177004539,0.4142208775,0.4048411498,0
"1708",50,"no",0,0,131.1,129,160.5,94,206.9,88,5.6,9,5,1,5,498.5,0.0112337011,0.2629889669,0.4150451354,0
"1709",92,"no",1,23,167.4,83,258.6,129,116.4,110,11.2,3,4,0,4,542.4,0.0206489676,0.3086283186,0.2146017699,0
"1710",96,"no",0,0,197.7,68,250.5,53,181.2,67,10.5,3,3,0,3,629.4,0.0166825548,0.3141086749,0.2878932316,0
"1711",146,"no",0,0,169.5,93,230.9,71,269.8,115,9,7,2,0,2,670.2,0.0134288272,0.2529095792,0.4025663981,0
"1712",138,"yes",1,17,225.2,116,173.4,88,145.8,99,11.7,4,0,0,0,544.4,0.0214915503,0.4136664217,0.267817781,1
"1713",102,"no",0,0,174.5,73,213.7,114,164.7,116,10.3,5,4,0,4,552.9,0.0186290468,0.3156086092,0.297883885,0
"1714",76,"no",0,0,129.7,84,177.5,80,228.9,87,7.5,3,5,1,5,536.1,0.0139899273,0.2419324753,0.4269725797,0
"1715",99,"no",0,0,200,66,107.9,104,233.7,82,11.4,2,3,0,3,541.6,0.0210487445,0.3692762186,0.4314992614,0
"1716",83,"no",1,36,95.9,87,261.6,105,228.6,109,13.3,4,0,0,0,586.1,0.0226923733,0.163623955,0.3900358301,0
"1717",36,"no",1,25,152.8,110,242.8,67,147.4,74,9.1,2,1,0,1,543,0.0167587477,0.2813996317,0.2714548803,0
"1718",70,"no",0,0,129.9,102,208.7,133,231.4,93,14.3,3,1,0,1,570,0.0250877193,0.2278947368,0.4059649123,0
"1719",109,"yes",0,0,268.4,85,150.6,131,297.9,84,9.7,8,2,1,2,716.9,0.0135304784,0.3743897336,0.4155391268,1
"1720",100,"no",0,0,188.5,152,148.3,115,179.8,88,15.2,5,2,0,2,516.6,0.0294231514,0.3648857917,0.348044909,0
"1721",104,"no",0,0,170.6,97,162.1,111,210.7,131,6.1,1,1,0,1,543.4,0.0112256165,0.3139492087,0.3877438351,0
"1722",106,"no",0,0,191.4,124,200.7,116,230.1,76,8.2,3,1,0,1,622.2,0.0131790421,0.3076181292,0.3698167792,0
"1723",84,"no",0,0,75.3,96,179.9,113,193.8,134,12.3,1,1,0,1,449,0.0273942094,0.1677060134,0.4316258352,0
"1724",80,"no",0,0,149.8,123,276.3,75,241.4,75,10.9,7,2,0,2,667.5,0.016329588,0.2244194757,0.3616479401,0
"1725",100,"no",0,0,115.9,87,111.3,56,170.2,77,7.1,4,1,0,1,397.4,0.0178661298,0.291645697,0.428283845,0
"1726",99,"no",0,0,128.8,86,203.9,105,282.6,131,14.1,4,2,0,2,615.3,0.0229156509,0.2093287827,0.4592881521,0
"1727",50,"no",0,0,131.7,108,216.5,103,196.1,126,11,5,1,0,1,544.3,0.0202094433,0.2419621532,0.3602792578,0
"1728",105,"no",0,0,101.4,48,159.1,119,259.2,53,12.2,2,1,0,1,519.7,0.0234750818,0.1951125649,0.4987492784,0
"1729",113,"no",1,23,149,104,235.8,67,201.8,76,9.5,5,4,0,4,586.6,0.0161950222,0.2540061371,0.3440163655,0
"1730",111,"no",1,36,96.8,123,170.6,105,166,85,13.4,4,2,0,2,433.4,0.0309183203,0.2233502538,0.3830179972,0
"1731",161,"no",0,0,107.5,121,256.4,46,247.2,131,12.6,3,2,0,2,611.1,0.0206185567,0.1759122893,0.4045164458,0
"1732",70,"no",0,0,232.8,95,303.4,111,255.6,104,12.9,7,0,1,0,791.8,0.0162919929,0.2940136398,0.3228087901,0
"1733",97,"no",1,43,121.1,105,260.2,115,222.4,100,8.3,5,3,0,3,603.7,0.0137485506,0.2005963227,0.3683948981,0
"1734",130,"no",0,0,124.3,70,270.7,99,239.5,83,3.5,6,0,0,0,634.5,0.0055161545,0.1959022853,0.377462569,0
"1735",92,"no",0,0,157.7,101,298.6,100,216.9,99,13.8,3,1,0,1,673.2,0.0204991087,0.2342543078,0.3221925134,0
"1736",119,"no",0,0,124.3,68,207.1,88,157.4,93,14.8,1,0,0,0,488.8,0.0302782324,0.2542962357,0.3220130933,0
"1737",115,"no",0,0,286.4,125,205.7,74,191.4,141,6.9,6,1,1,1,683.5,0.0100950988,0.4190197513,0.2800292612,0
"1738",134,"no",0,0,141.7,95,205.6,101,218.5,60,8.8,6,0,0,0,565.8,0.015553199,0.2504418522,0.3861788618,0
"1739",127,"no",1,25,173,91,245.8,64,300,99,4.8,3,0,0,0,718.8,0.0066777963,0.2406789093,0.4173622705,0
"1740",80,"no",0,0,268.7,120,301,147,167,140,5.8,1,2,1,2,736.7,0.0078729469,0.3647346274,0.2266865753,0
"1741",153,"no",1,31,218.5,130,134.2,103,118.9,105,9.4,6,0,0,0,471.6,0.0199321459,0.4633163698,0.2521204411,0
"1742",85,"no",0,0,255.3,114,194.6,83,276.6,78,3.7,5,3,0,3,726.5,0.0050929112,0.3514108741,0.3807295251,0
"1743",79,"no",0,0,41.9,124,211,95,237.9,55,11.4,5,1,0,1,490.8,0.0232273839,0.0853708231,0.4847188264,0
"1744",35,"no",0,0,260.8,87,258.1,78,131.3,123,5.8,2,1,0,1,650.2,0.0089203322,0.4011073516,0.2019378653,0
"1745",120,"no",1,26,239.4,94,259.4,88,238,132,7.7,3,0,0,0,736.8,0.0104505972,0.3249185668,0.3230184582,0
"1746",68,"no",0,0,226.7,94,168.4,129,188.7,117,10.2,1,0,0,0,583.8,0.0174717369,0.3883179171,0.3232271326,0
"1747",60,"no",0,0,179.3,147,208.9,89,248.2,98,13.5,6,1,1,1,636.4,0.0212130735,0.2817410434,0.3900062854,0
"1748",120,"no",0,0,158,110,197,103,154.9,132,10,5,1,0,1,509.9,0.0196116886,0.3098646793,0.3037850559,0
"1749",71,"no",1,23,175.7,82,258.9,136,268.4,154,14.1,7,1,0,1,703,0.020056899,0.2499288762,0.3817923186,0
"1750",124,"no",0,0,157.4,107,167.8,112,188.8,102,8.8,3,3,0,3,514,0.0171206226,0.3062256809,0.3673151751,0
"1751",23,"no",0,0,113.1,74,168.8,95,262.9,126,6.9,2,1,1,1,544.8,0.0126651982,0.2075991189,0.4825624082,0
"1752",225,"no",0,0,182.7,142,246.5,63,218,103,8.8,2,1,0,1,647.2,0.0135970334,0.2822929543,0.3368355995,0
"1753",181,"yes",0,0,161.3,83,124.4,83,262,98,14.1,3,0,1,0,547.7,0.0257440204,0.2945042907,0.4783640679,1
"1754",63,"no",0,0,142.5,92,208.3,102,228.9,120,7.5,2,2,0,2,579.7,0.0129377264,0.2458168018,0.39485941,0
"1755",54,"yes",0,0,190.5,108,259.7,108,141.5,111,9.7,2,2,1,2,591.7,0.0163934426,0.3219536927,0.2391414568,1
"1756",80,"yes",1,15,159.3,110,170.6,120,141.2,82,11.9,5,1,0,1,471.1,0.0252600297,0.3381447676,0.2997240501,1
"1757",118,"yes",1,39,153.8,106,123.3,111,117.8,103,9.2,6,1,0,1,394.9,0.0232970372,0.3894656875,0.2983033679,1
"1758",42,"yes",0,0,180.7,127,174.6,94,165.3,114,12,6,2,0,2,520.6,0.0230503265,0.3470995006,0.3175182482,1
"1759",134,"no",0,0,202.7,105,224.9,90,253.9,108,12.1,7,0,0,0,681.5,0.0177549523,0.297432135,0.3725605282,0
"1760",66,"no",1,35,190.8,100,261.3,93,209.5,108,8.9,6,0,0,0,661.6,0.013452237,0.2883917775,0.3166565901,0
"1761",66,"no",0,0,205.1,102,232.7,109,259.9,95,9.2,6,2,0,2,697.7,0.0131861832,0.2939658879,0.3725096746,0
"1762",127,"no",1,28,235.6,124,236.8,113,241.2,127,7.7,2,1,0,1,713.6,0.0107903587,0.3301569507,0.3380044843,0
"1763",146,"no",0,0,189.3,77,155.9,128,186,83,7.4,3,0,0,0,531.2,0.0139307229,0.3563629518,0.3501506024,0
"1764",93,"no",1,42,166.9,101,273.2,84,171,106,11.5,1,1,0,1,611.1,0.018818524,0.2731140566,0.2798232695,0
"1765",77,"no",0,0,245.2,87,254.1,83,239.4,91,7.5,4,0,1,0,738.7,0.0101529714,0.3319344795,0.3240828482,0
"1766",111,"no",0,0,132.6,125,221.1,67,127.9,101,12.7,2,4,1,4,481.6,0.0263704319,0.2753322259,0.2655730897,0
"1767",125,"no",0,0,182.3,64,139.8,121,171.6,96,11.6,7,2,0,2,493.7,0.0234960502,0.3692525825,0.3475795017,0
"1768",115,"no",1,14,192.3,86,88.7,90,229.4,120,10.5,3,2,0,2,510.4,0.0205721003,0.3767633229,0.4494514107,0
"1769",115,"yes",0,0,122,110,220.2,100,179.7,124,10.8,2,2,1,2,521.9,0.0206936195,0.2337612569,0.344318835,1
"1770",114,"no",0,0,193,101,250,81,133.3,79,9.6,2,2,0,2,576.3,0.0166579906,0.33489502,0.2313031407,0
"1771",106,"no",0,0,158.6,112,220,114,252.9,106,9.1,3,0,0,0,631.5,0.0144101346,0.2511480602,0.4004750594,0
"1772",118,"no",1,39,91.5,125,219.9,113,229,99,12.7,8,2,0,2,540.4,0.0235011103,0.1693190229,0.4237601776,0
"1773",59,"no",0,0,153.6,92,205.5,88,114.5,89,12.5,10,1,0,1,473.6,0.0263935811,0.3243243243,0.2417652027,0
"1774",87,"yes",1,40,221.6,79,157.1,74,222.4,124,11.5,3,1,0,1,601.1,0.0191315921,0.3686574613,0.3699883547,1
"1775",21,"no",0,0,244.7,81,168,117,281.5,87,6.6,1,1,0,1,694.2,0.0095073466,0.3524920772,0.405502737,0
"1776",142,"no",1,24,239.8,103,285.9,65,256.7,106,9.5,4,0,0,0,782.4,0.0121421268,0.3064928425,0.328093047,0
"1777",62,"no",0,0,172.4,132,230.5,100,228.2,109,11,5,0,0,0,631.1,0.0174298843,0.2731738235,0.3615908731,0
"1778",149,"no",0,0,242.5,83,245.4,97,219.6,80,10,3,3,1,3,707.5,0.0141342756,0.3427561837,0.3103886926,0
"1779",54,"no",1,39,117.6,82,159.2,60,236.4,113,11.3,10,2,0,2,513.2,0.0220187062,0.2291504287,0.460639127,0
"1780",112,"no",0,0,174.5,127,259.3,71,170.5,120,11.3,7,1,0,1,604.3,0.0186993215,0.288763859,0.2821446302,0
"1781",68,"no",0,0,157.3,83,220.9,85,218.9,129,12,7,1,0,1,597.1,0.0200971362,0.2634399598,0.3666052588,0
"1782",201,"no",1,21,192,97,239.1,81,116.1,125,15.1,3,1,0,1,547.2,0.0275950292,0.350877193,0.2121710526,0
"1783",88,"no",0,0,218.2,76,169.3,60,141.1,99,8,1,1,0,1,528.6,0.0151343171,0.4127884979,0.2669315172,0
"1784",85,"no",1,29,144.6,97,140,102,165.4,148,10.9,3,1,0,1,450,0.0242222222,0.3213333333,0.3675555556,0
"1785",51,"yes",0,0,153.6,108,232.9,85,214.2,92,14.1,4,0,1,0,600.7,0.0234726153,0.2557016814,0.3565839854,1
"1786",45,"no",1,29,135.8,104,222.5,101,235.6,92,7.9,6,2,0,2,593.9,0.0133019027,0.2286580232,0.3966997811,0
"1787",116,"no",0,0,160.7,69,146.8,106,287.8,144,8.2,5,0,0,0,595.3,0.0137745674,0.2699479254,0.4834537208,0
"1788",146,"no",1,31,202.5,91,241.4,108,169.6,77,7.8,2,1,0,1,613.5,0.0127139364,0.3300733496,0.2764466178,0
"1789",63,"no",1,34,152.2,119,227.1,91,195.7,103,12.3,5,1,0,1,575,0.0213913043,0.2646956522,0.3403478261,0
"1790",133,"no",0,0,227.4,90,73.2,135,114.3,99,4.7,7,0,0,0,414.9,0.0113280309,0.5480838756,0.2754880694,0
"1791",125,"no",0,0,191.6,115,205.6,108,210.2,123,9.2,3,2,0,2,607.4,0.0151465262,0.3154428713,0.3460651959,0
"1792",72,"no",0,0,138.9,111,211.6,102,179.5,91,10.8,3,1,0,1,530,0.0203773585,0.2620754717,0.3386792453,0
"1793",130,"no",0,0,127,102,206.9,107,231.7,99,6.1,6,0,0,0,565.6,0.0107850071,0.2245403112,0.4096534653,0
"1794",97,"no",0,0,168.6,87,259.2,105,279.8,123,7.3,4,1,0,1,707.6,0.010316563,0.2382702092,0.3954211419,0
"1795",54,"no",0,0,286.6,73,223.2,108,203.7,107,11.5,5,1,1,1,713.5,0.0161177295,0.40168185,0.2854940434,0
"1796",160,"no",1,29,164.6,121,262.8,108,123.8,131,15.2,4,1,0,1,551.2,0.0275761974,0.2986211901,0.2246008708,0
"1797",79,"no",0,0,144,90,135.8,91,212.4,129,13,4,1,0,1,492.2,0.0264120276,0.2925639984,0.4315318976,0
"1798",92,"no",1,47,141.6,95,207.9,130,203.6,95,10.2,11,0,0,0,553.1,0.0184415115,0.2560115711,0.3681070331,0
"1799",59,"no",0,0,204.3,65,247.3,123,214.7,94,12,4,1,0,1,666.3,0.0180099054,0.3066186403,0.322227225,0
"1800",132,"no",0,0,163.2,80,167.6,90,87.5,90,6.2,10,1,0,1,418.3,0.0148218982,0.3901506096,0.2091800143,0
"1801",21,"no",0,0,225,110,244.2,111,221.2,93,10.7,4,0,0,0,690.4,0.0154982619,0.3258980301,0.3203939745,0
"1802",93,"no",0,0,176.1,103,199.7,130,263.9,96,8.5,6,2,0,2,639.7,0.0132874785,0.27528529,0.4125371268,0
"1803",147,"no",1,36,254.2,78,228.1,105,98,125,13.8,7,5,0,5,580.3,0.023780803,0.4380492849,0.1688781665,0
"1804",101,"no",0,0,174.9,105,262,75,210,93,8.5,5,1,0,1,646.9,0.0131395888,0.2703663627,0.3246251353,0
"1805",125,"yes",0,0,187.3,118,160.7,111,263.8,112,9.6,2,0,1,0,611.8,0.0156914024,0.3061457993,0.4311866623,1
"1806",63,"no",0,0,211.8,84,230.9,137,217.1,99,10.7,9,3,0,3,659.8,0.0162170355,0.3210063656,0.3290391028,0
"1807",107,"no",0,0,241.9,102,126.9,117,185.6,92,11.7,6,0,0,0,554.4,0.0211038961,0.4363275613,0.3347763348,0
"1808",110,"no",0,0,196.1,103,199.7,123,135.9,71,12.9,1,3,0,3,531.7,0.0242618018,0.3688170021,0.2555952605,0
"1809",83,"no",0,0,231.3,100,210.4,84,217.4,106,12.4,2,3,0,3,659.1,0.0188135336,0.3509330906,0.3298437263,0
"1810",117,"no",0,0,161.6,104,196.3,119,294.8,111,13.8,2,1,0,1,652.7,0.0211429447,0.2475869465,0.4516623257,0
"1811",124,"no",0,0,194,103,241,116,227.5,153,11.9,5,0,0,0,662.5,0.0179622642,0.2928301887,0.3433962264,0
"1812",115,"no",0,0,109.7,148,223.8,87,240.3,96,15.4,8,3,0,3,573.8,0.0268386197,0.1911815964,0.4187870338,0
"1813",156,"yes",0,0,277,119,238.3,106,94.4,96,8.3,3,1,0,1,609.7,0.0136132524,0.4543217976,0.1548302444,1
"1814",89,"no",0,0,192.1,83,163.6,88,169.7,138,6.1,3,0,0,0,525.4,0.0116102018,0.3656261896,0.3229920061,0
"1815",72,"no",0,0,198.4,147,216.9,121,112.8,125,13.1,4,0,0,0,528.1,0.024805908,0.375686423,0.2135959099,0
"1816",101,"no",1,42,209.2,82,159.7,74,181.6,100,9.5,3,0,0,0,550.5,0.0172570391,0.3800181653,0.3298819255,0
"1817",53,"no",0,0,184.8,98,216.4,125,141.1,116,18.4,3,2,0,2,542.3,0.0339295593,0.3407707911,0.2601880878,0
"1818",116,"no",0,0,167.8,119,142,123,190.7,128,7.3,4,2,0,2,500.5,0.0145854146,0.3352647353,0.381018981,0
"1819",78,"no",0,0,139.2,140,191.4,113,286.5,125,11.8,3,3,0,3,617.1,0.0191216983,0.2255712202,0.464268352,0
"1820",117,"no",1,17,221.3,82,167.6,100,262.7,87,4.4,4,0,0,0,651.6,0.006752609,0.3396255371,0.4031614487,0
"1821",56,"no",0,0,121.6,84,165.3,115,243.9,95,8.9,2,1,0,1,530.8,0.0167671439,0.2290881688,0.4594951017,0
"1822",123,"no",1,39,270.4,99,245.1,110,108.9,113,15.4,7,1,0,1,624.4,0.0246636771,0.4330557335,0.1744074311,0
"1823",127,"no",0,0,139.6,94,240.9,112,127.1,88,8.8,4,2,0,2,507.6,0.0173364854,0.2750197006,0.250394011,0
"1824",116,"no",1,23,253,78,138.9,121,277.8,104,11.8,3,2,0,2,669.7,0.0176198298,0.377781096,0.4148126027,0
"1825",138,"no",1,26,183.9,83,240.7,93,185.7,125,15,3,1,0,1,610.3,0.0245780764,0.3013272161,0.3042765853,0
